,Season,Round,Wk,Date,Time,Home,Away,Home Score,Away Score,xG Home,xG Away,xG Diff,Actual Diff,Attendance,Venue,Referee,League
0,2017-2018,Group stage,1,2017-09-12,19:45,Chelsea,Qarabağ FK,6.0,0.0,2.0,0.3,1.7,6.0,41150.0,Stamford Bridge,Tasos Sidiropoulos,UEFA
1,2017-2018,Group stage,1,2017-09-12,19:45,Celtic,Paris S-G,0.0,5.0,0.4,2.5,-2.1,-5.0,57562.0,Celtic Park,Daniele Orsato,UEFA
2,2017-2018,Group stage,1,2017-09-12,19:45,Manchester Utd,Basel,3.0,0.0,3.4,0.6,2.8,3.0,73854.0,Old Trafford,Ruddy Buquet,UEFA
3,2017-2018,Group stage,1,2017-09-12,19:45,Benfica,CSKA Moscow,1.0,2.0,2.1,1.6,0.5,-1.0,38323.0,Estádio do Sport Lisboa e Benfica,Alberto Undiano,UEFA
4,2017-2018,Group stage,1,2017-09-12,20:45,Roma,Atlético Madrid,0.0,0.0,0.5,2.4,-1.9,0.0,36064.0,Stadio Olimpico,Milorad Mažić,UEFA
5,2017-2018,Group stage,1,2017-09-12,20:45,Barcelona,Juventus,3.0,0.0,0.9,0.7,0.20000000000000007,3.0,78656.0,Camp Nou,Damir Skomina,UEFA
6,2017-2018,Group stage,1,2017-09-12,20:45,Bayern Munich,Anderlecht,3.0,0.0,4.2,0.8,3.4000000000000004,3.0,70000.0,Allianz Arena,Paolo Tagliavento,UEFA
7,2017-2018,Group stage,1,2017-09-12,21:45,Olympiacos,Sporting CP,2.0,3.0,1.1,2.6,-1.5,-1.0,30168.0,Stadio Georgios Karaiskáki,Viktor Kassai,UEFA
8,2017-2018,Group stage,1,2017-09-13,19:45,Porto,Beşiktaş,1.0,3.0,1.5,0.9,0.6,-2.0,42429.0,Estádio Do Dragão,Anthony Taylor,UEFA
9,2017-2018,Group stage,1,2017-09-13,19:45,Liverpool,Sevilla,2.0,2.0,2.4,1.2,1.2,0.0,52332.0,Anfield,Danny Makkelie,UEFA
10,2017-2018,Group stage,1,2017-09-13,19:45,Tottenham,Dortmund,3.0,1.0,1.2,0.8,0.3999999999999999,2.0,67343.0,Wembley Stadium,Gianluca Rocchi,UEFA
11,2017-2018,Group stage,1,2017-09-13,20:45,NK Maribor,Spartak Moscow,1.0,1.0,1.1,1.8,-0.7,0.0,12566.0,Ljudski vrt,Deniz Aytekin,UEFA
12,2017-2018,Group stage,1,2017-09-13,20:45,Feyenoord,Manchester City,0.0,4.0,0.3,1.3,-1.0,-4.0,43500.0,Stadion Feijenoord,Szymon Marciniak,UEFA
13,2017-2018,Group stage,1,2017-09-13,20:45,RB Leipzig,Monaco,1.0,1.0,0.9,1.1,-0.20000000000000007,0.0,40068.0,Red Bull Arena,Michael Oliver,UEFA
14,2017-2018,Group stage,1,2017-09-13,20:45,Real Madrid,APOEL FC,3.0,0.0,3.9,0.2,3.6999999999999997,3.0,71060.0,Estadio Santiago Bernabéu,Benoît Bastien,UEFA
15,2017-2018,Group stage,1,2017-09-13,21:45,Shakhtar,Napoli,2.0,1.0,1.4,1.9,-0.5,1.0,32679.0,L'viv Arena,Felix Zwayer,UEFA
16,2017-2018,Group stage,2,2017-09-26,19:45,Manchester City,Shakhtar,2.0,0.0,3.2,0.5,2.7,2.0,45310.0,Academy Stadium,Jorge de Sousa,UEFA
17,2017-2018,Group stage,2,2017-09-26,20:45,Sevilla,NK Maribor,3.0,0.0,3.9,0.4,3.5,3.0,34705.0,Estadio Ramón Sánchez Pizjuán,Aliaksei Kulbakov,UEFA
18,2017-2018,Group stage,2,2017-09-26,20:45,Dortmund,Real Madrid,1.0,3.0,1.2,3.2,-2.0,-2.0,65849.0,Signal Iduna Park,Björn Kuipers,UEFA
19,2017-2018,Group stage,2,2017-09-26,20:45,Monaco,Porto,0.0,3.0,0.6,2.9,-2.3,-3.0,11703.0,Stade Louis II.,Slavko Vinčić,UEFA
20,2017-2018,Group stage,2,2017-09-26,20:45,Napoli,Feyenoord,3.0,1.0,0.9,1.6,-0.7000000000000001,2.0,22577.0,Stadio San Paolo,William Collum,UEFA
21,2017-2018,Group stage,2,2017-09-26,21:45,Spartak Moscow,Liverpool,1.0,1.0,0.2,2.8,-2.5999999999999996,0.0,43376.0,Otkrytie Arena,Clément Turpin,UEFA
22,2017-2018,Group stage,2,2017-09-26,21:45,Beşiktaş,RB Leipzig,2.0,0.0,1.0,1.1,-0.10000000000000009,2.0,36641.0,Vodafone Arena,Sergey Karasev,UEFA
23,2017-2018,Group stage,2,2017-09-26,21:45,APOEL FC,Tottenham,0.0,3.0,1.0,1.8,-0.8,-3.0,16324.0,Neo GSP,Pavel Královec,UEFA
24,2017-2018,Group stage,2,2017-09-28,00:45,CSKA Moscow,Manchester Utd,1.0,4.0,0.6,4.3,-3.6999999999999997,-3.0,29073.0,Stadion CSKA,Jonas Eriksson,UEFA
25,2017-2018,Group stage,2,2017-09-27,19:45,Sporting CP,Barcelona,0.0,1.0,0.7,0.9,-0.20000000000000007,-1.0,48575.0,Estádio José Alvalade,Ovidiu Hațegan,UEFA
26,2017-2018,Group stage,2,2017-09-27,20:00,Qarabağ FK,Roma,1.0,2.0,0.9,1.9,-0.9999999999999999,-1.0,67200.0,Bakı Olimpiya Stadionu,Artur Soares Dias,UEFA
27,2017-2018,Group stage,2,2017-09-27,20:45,Atlético Madrid,Chelsea,1.0,2.0,1.4,2.5,-1.1,-1.0,60643.0,Estadio Wanda Metropolitano,Cüneyt Çakιr,UEFA
28,2017-2018,Group stage,2,2017-09-27,20:45,Juventus,Olympiacos,2.0,0.0,2.3,0.5,1.7999999999999998,2.0,33460.0,Allianz Stadium,Tobias Stieler,UEFA
29,2017-2018,Group stage,2,2017-09-27,20:45,Basel,Benfica,5.0,0.0,3.2,0.4,2.8000000000000003,5.0,34111.0,St. Jakob-Park,Craig Thomson,UEFA
30,2017-2018,Group stage,2,2017-09-27,20:45,Paris S-G,Bayern Munich,3.0,0.0,2.0,1.0,1.0,3.0,46252.0,Parc des Princes,Antonio Matéu Lahoz,UEFA
31,2017-2018,Group stage,2,2017-09-27,20:45,Anderlecht,Celtic,0.0,3.0,0.6,1.2,-0.6,-3.0,19898.0,Stade Constant Vanden Stock,Jesús Gil,UEFA
32,2017-2018,Group stage,3,2017-10-17,19:45,Manchester City,Napoli,2.0,1.0,2.7,2.2,0.5,1.0,48520.0,Etihad Stadium,Antonio Matéu Lahoz,UEFA
33,2017-2018,Group stage,3,2017-10-17,20:45,Feyenoord,Shakhtar,1.0,2.0,1.6,1.3,0.30000000000000004,-1.0,43500.0,Stadion Feijenoord,Alberto Undiano,UEFA
34,2017-2018,Group stage,3,2017-10-17,20:45,Monaco,Beşiktaş,1.0,2.0,0.7,1.2,-0.5,-1.0,7403.0,Stade Louis II.,Milorad Mažić,UEFA
35,2017-2018,Group stage,3,2017-10-17,20:45,RB Leipzig,Porto,3.0,2.0,2.5,1.1,1.4,1.0,41496.0,Red Bull Arena,Paolo Tagliavento,UEFA
36,2017-2018,Group stage,3,2017-10-17,20:45,Real Madrid,Tottenham,1.0,1.0,2.9,0.9,2.0,0.0,76589.0,Estadio Santiago Bernabéu,Szymon Marciniak,UEFA
37,2017-2018,Group stage,3,2017-10-17,20:45,NK Maribor,Liverpool,0.0,7.0,0.4,4.6,-4.199999999999999,-7.0,12506.0,Ljudski vrt,Viktor Kassai,UEFA
38,2017-2018,Group stage,3,2017-10-17,21:45,Spartak Moscow,Sevilla,5.0,1.0,1.7,1.3,0.3999999999999999,4.0,44307.0,Otkrytie Arena,Gianluca Rocchi,UEFA
39,2017-2018,Group stage,3,2017-10-17,21:45,APOEL FC,Dortmund,1.0,1.0,1.0,2.1,-1.1,0.0,15604.0,Neo GSP,Aliaksei Kulbakov,UEFA
40,2017-2018,Group stage,3,2017-10-18,19:45,Benfica,Manchester Utd,0.0,1.0,0.5,0.6,-0.09999999999999998,-1.0,57684.0,Estádio do Sport Lisboa e Benfica,Felix Zwayer,UEFA
41,2017-2018,Group stage,3,2017-10-18,19:45,Chelsea,Roma,3.0,3.0,1.6,1.6,0.0,0.0,41105.0,Stamford Bridge,Damir Skomina,UEFA
42,2017-2018,Group stage,3,2017-10-18,20:00,Qarabağ FK,Atlético Madrid,0.0,0.0,0.4,1.9,-1.5,0.0,47923.0,Bakı Olimpiya Stadionu,Ruddy Buquet,UEFA
43,2017-2018,Group stage,3,2017-10-18,20:45,Barcelona,Olympiacos,3.0,1.0,3.5,0.2,3.3,2.0,55026.0,Camp Nou,William Collum,UEFA
44,2017-2018,Group stage,3,2017-10-18,20:45,Anderlecht,Paris S-G,0.0,4.0,1.2,3.3,-2.0999999999999996,-4.0,19108.0,Stade Constant Vanden Stock,Pavel Královec,UEFA
45,2017-2018,Group stage,3,2017-10-18,20:45,Bayern Munich,Celtic,3.0,0.0,3.2,0.6,2.6,3.0,70000.0,Allianz Arena,Sergey Karasev,UEFA
46,2017-2018,Group stage,3,2017-10-18,20:45,Juventus,Sporting CP,2.0,1.0,1.5,0.5,1.0,1.0,36288.0,Allianz Stadium,Michael Oliver,UEFA
47,2017-2018,Group stage,3,2017-10-18,21:45,CSKA Moscow,Basel,0.0,2.0,0.4,1.4,-0.9999999999999999,-2.0,27996.0,VEB Arena,Björn Kuipers,UEFA
48,2017-2018,Group stage,4,2017-10-31,19:45,Celtic,Bayern Munich,1.0,2.0,1.4,0.7,0.7,-1.0,58269.0,Celtic Park,Danny Makkelie,UEFA
49,2017-2018,Group stage,4,2017-10-31,19:45,Sporting CP,Juventus,1.0,1.0,0.5,2.0,-1.5,0.0,48442.0,Estádio José Alvalade,Clément Turpin,UEFA
50,2017-2018,Group stage,4,2017-10-31,19:45,Manchester Utd,Benfica,2.0,0.0,2.7,0.9,1.8000000000000003,2.0,74437.0,Old Trafford,Gediminas Mažeika,UEFA
51,2017-2018,Group stage,4,2017-10-31,20:45,Paris S-G,Anderlecht,5.0,0.0,2.6,0.2,2.4,5.0,46403.0,Parc des Princes,David Fernández,UEFA
52,2017-2018,Group stage,4,2017-10-31,20:45,Atlético Madrid,Qarabağ FK,1.0,1.0,3.2,0.2,3.0,0.0,55893.0,Estadio Wanda Metropolitano,Deniz Aytekin,UEFA
53,2017-2018,Group stage,4,2017-10-31,20:45,Roma,Chelsea,3.0,0.0,1.5,1.3,0.19999999999999996,3.0,55036.0,Stadio Olimpico,Jonas Eriksson,UEFA
54,2017-2018,Group stage,4,2017-10-31,20:45,Basel,CSKA Moscow,1.0,2.0,1.2,1.3,-0.10000000000000009,-1.0,33303.0,St. Jakob-Park,Milorad Mažić,UEFA
55,2017-2018,Group stage,4,2017-10-31,21:45,Olympiacos,Barcelona,0.0,0.0,0.3,1.8,-1.5,0.0,31600.0,Stadio Georgios Karaiskáki,Anthony Taylor,UEFA
56,2017-2018,Group stage,4,2017-11-01,19:45,Tottenham,Real Madrid,3.0,1.0,2.3,2.2,0.09999999999999964,2.0,83782.0,Wembley Stadium,Cüneyt Çakιr,UEFA
57,2017-2018,Group stage,4,2017-11-01,19:45,Porto,RB Leipzig,3.0,1.0,1.8,0.6,1.2000000000000002,2.0,41616.0,Estádio Do Dragão,Ovidiu Hațegan,UEFA
58,2017-2018,Group stage,4,2017-11-01,19:45,Liverpool,NK Maribor,3.0,0.0,2.7,0.3,2.4000000000000004,3.0,47957.0,Anfield,Ivan Kružliak,UEFA
59,2017-2018,Group stage,4,2017-11-01,20:00,Beşiktaş,Monaco,1.0,1.0,1.3,1.0,0.30000000000000004,0.0,39346.0,Vodafone Arena,Paolo Tagliavento,UEFA
60,2017-2018,Group stage,4,2017-11-01,20:45,Sevilla,Spartak Moscow,2.0,1.0,0.9,1.2,-0.29999999999999993,1.0,38002.0,Estadio Ramón Sánchez Pizjuán,Artur Soares Dias,UEFA
61,2017-2018,Group stage,4,2017-11-01,20:45,Dortmund,APOEL FC,1.0,1.0,2.8,0.6,2.1999999999999997,0.0,64500.0,Fußballpark BVB Hohenbuschei,Matej Jug,UEFA
62,2017-2018,Group stage,4,2017-11-01,20:45,Napoli,Manchester City,2.0,4.0,2.1,1.4,0.7000000000000002,-2.0,44483.0,Stadio San Paolo,Felix Brych,UEFA
63,2017-2018,Group stage,4,2017-11-01,21:45,Shakhtar,Feyenoord,3.0,1.0,2.6,1.0,1.6,2.0,24570.0,Oblasny SportKomplex Metalist,Tasos Sidiropoulos,UEFA
